timestamp,machine_id,temperature,vibration,pressure,rpm,operating_hours,maintenance_count,machine_age_years,load_percentage,failure
2023-01-02 05:00:00,M_01,74.6,1.107,103.91,2828,30,0,6.0,53.0,0
2023-01-02 06:00:00,M_01,70.82,1.142,102.22,2825,31,0,6.0,51.6,0
2023-01-02 07:00:00,M_01,68.23,0.822,104.69,2799,32,0,6.0,34.1,0
2023-01-02 08:00:00,M_01,80.61,1.839,107.64,2946,33,0,6.0,96.7,0
2023-01-02 09:00:00,M_01,75.98,1.608,102.45,2890,34,0,6.0,82.3,0
2023-01-02 10:00:00,M_01,78.53,1.945,103.5,2911,35,0,6.0,97.3,0
2023-01-02 11:00:00,M_01,76.89,1.445,100.0,2929,36,0,6.0,76.8,0
2023-01-02 12:00:00,M_01,76.53,1.649,104.04,2867,37,0,6.0,81.3,0
2023-01-02 13:00:00,M_01,79.27,1.362,100.59,2920,38,0,6.0,88.6,0
2023-01-02 14:00:00,M_01,78.41,1.613,107.34,2901,39,0,6.0,88.9,0
2023-01-02 15:00:00,M_01,77.42,1.607,104.46,2955,40,0,6.0,84.9,0
2023-01-02 16:00:00,M_01,78.12,1.562,105.84,2903,41,0,6.0,85.9,0
2023-01-02 17:00:00,M_01,75.93,1.199,103.34,2878,42,0,6.0,71.4,0
2023-01-02 18:00:00,M_01,73.19,1.099,103.37,2842,43,0,6.0,61.6,0
2023-01-02 19:00:00,M_01,70.03,0.891,100.92,2820,44,0,6.0,36.2,0
2023-01-02 20:00:00,M_01,70.82,0.668,102.63,2778,45,0,6.0,46.5,0
2023-01-02 21:00:00,M_01,74.51,1.084,101.02,2834,46,0,6.0,61.0,0
2023-01-02 22:00:00,M_01,73.33,1.07,101.53,2828,47,0,6.0,58.7,0
2023-01-02 23:00:00,M_01,70.57,0.875,100.71,2792,48,0,6.0,50.1,0
2023-01-03 00:00:00,M_01,70.48,0.848,101.35,2830,49,0,6.0,39.9,0
2023-01-03 01:00:00,M_01,72.32,1.001,101.55,2886,50,0,6.0,56.5,0
2023-01-03 02:00:00,M_01,74.06,1.218,102.68,2880,51,0,6.0,66.5,0
2023-01-03 03:00:00,M_01,77.0,1.516,101.09,2873,52,0,6.0,74.1,0
2023-01-03 04:00:00,M_01,72.71,0.754,101.45,2839,53,0,6.0,58.3,0
2023-01-03 05:00:00,M_01,74.54,1.422,98.39,2849,54,0,6.0,63.9,0
2023-01-03 06:00:00,M_01,73.8,1.162,102.14,2871,55,0,6.0,57.3,0
2023-01-03 07:00:00,M_01,77.19,1.428,103.56,2845,56,0,6.0,75.5,0
2023-01-03 08:00:00,M_01,79.41,1.47,106.17,2933,57,0,6.0,89.6,0
2023-01-03 09:00:00,M_01,73.26,1.556,101.53,2896,58,0,6.0,71.3,0
2023-01-03 10:00:00,M_01,78.74,1.49,105.12,2912,59,0,6.0,89.7,0
2023-01-03 11:00:00,M_01,77.2,1.801,103.0,2908,60,0,6.0,95.5,0
2023-01-03 12:00:00,M_01,75.7,1.421,103.06,2905,61,0,6.0,72.7,0
2023-01-03 13:00:00,M_01,77.7,1.611,105.34,2927,62,0,6.0,85.7,0
2023-01-03 14:00:00,M_01,73.76,1.444,102.32,2893,63,0,6.0,73.3,0
2023-01-03 15:00:00,M_01,74.69,1.247,99.69,2874,64,0,6.0,72.1,0
2023-01-03 16:00:00,M_01,80.59,1.824,107.29,2885,65,0,6.0,89.0,0
2023-01-03 17:00:00,M_01,73.32,1.412,102.15,2856,66,0,6.0,73.6,0
2023-01-03 18:00:00,M_01,79.51,1.92,104.52,2946,67,0,6.0,93.0,0
2023-01-03 19:00:00,M_01,72.84,1.331,102.58,2907,68,0,6.0,63.3,0
2023-01-03 20:00:00,M_01,73.82,1.349,99.67,2844,69,0,6.0,62.6,0
2023-01-03 21:00:00,M_01,67.82,0.787,99.77,2770,70,0,6.0,33.6,0
2023-01-03 22:00:00,M_01,74.01,1.276,101.73,2872,71,0,6.0,59.5,0
2023-01-03 23:00:00,M_01,72.71,1.174,102.21,2852,72,0,6.0,53.1,0
2023-01-04 00:00:00,M_01,72.65,1.282,102.61,2883,73,0,6.0,52.3,0
2023-01-04 01:00:00,M_01,74.09,0.867,99.45,2795,74,0,6.0,51.0,0
2023-01-04 02:00:00,M_01,69.96,0.875,98.44,2770,75,0,6.0,32.1,0
2023-01-04 03:00:00,M_01,74.35,1.326,101.25,2866,76,0,6.0,60.1,0
2023-01-04 04:00:00,M_01,71.99,0.786,102.28,2892,77,0,6.0,50.9,0
2023-01-04 05:00:00,M_01,72.41,0.91,100.88,2820,78,0,6.0,45.7,0
2023-01-04 06:00:00,M_01,69.45,0.724,99.74,2837,79,0,6.0,43.2,0
2023-01-04 07:00:00,M_01,73.58,1.345,103.57,2866,80,0,6.0,57.1,0
2023-01-04 08:00:00,M_01,76.16,1.547,102.9,2868,81,0,6.0,78.7,0
2023-01-04 09:00:00,M_01,74.94,1.504,103.82,2921,82,0,6.0,74.0,0
2023-01-04 10:00:00,M_01,78.75,1.683,103.88,2901,83,0,6.0,84.3,0
2023-01-04 11:00:00,M_01,79.3,1.52,102.7,2897,84,0,6.0,85.8,0
2023-01-04 12:00:00,M_01,78.69,1.826,106.88,2933,85,0,6.0,100.0,0
2023-01-04 13:00:00,M_01,75.56,1.59,106.65,2878,86,0,6.0,75.9,0
2023-01-04 14:00:00,M_01,78.61,2.038,107.75,2923,87,0,6.0,95.4,0
2023-01-04 15:00:00,M_01,71.51,1.008,101.91,2824,88,0,6.0,49.3,0
2023-01-04 16:00:00,M_01,77.53,1.681,104.03,3006,89,0,6.0,97.2,0
2023-01-04 17:00:00,M_01,80.24,1.669,105.98,2927,90,0,6.0,86.5,0
2023-01-04 18:00:00,M_01,73.73,1.362,101.56,2892,91,0,6.0,68.1,0
2023-01-04 19:00:00,M_01,73.91,1.232,99.71,2884,92,0,6.0,59.7,0
2023-01-04 20:00:00,M_01,72.77,0.972,103.09,2825,93,0,6.0,50.2,0
2023-01-04 21:00:00,M_01,73.63,1.207,99.97,2853,94,0,6.0,59.7,0
2023-01-04 22:00:00,M_01,72.91,1.068,99.15,2800,95,0,6.0,47.1,0
2023-01-04 23:00:00,M_01,72.16,1.247,101.4,2874,96,0,6.0,52.8,0
2023-01-05 00:00:00,M_01,71.77,0.982,100.17,2855,97,0,6.0,49.4,0
2023-01-05 01:00:00,M_01,72.17,1.004,102.96,2811,98,0,6.0,45.8,0
2023-01-05 02:00:00,M_01,73.46,1.117,102.06,2853,99,0,6.0,52.7,0
2023-01-05 03:00:00,M_01,70.56,1.134,99.85,2851,100,0,6.0,56.3,0
2023-01-05 04:00:00,M_01,71.85,0.934,101.36,2827,101,0,6.0,58.7,0
2023-01-05 05:00:00,M_01,70.34,0.753,100.49,2853,102,0,6.0,37.2,0
2023-01-05 06:00:00,M_01,75.61,1.434,104.67,2908,103,0,6.0,67.8,0
2023-01-05 07:00:00,M_01,72.81,1.606,101.31,2859,104,0,6.0,65.3,0
2023-01-05 08:00:00,M_01,79.98,1.961,101.01,2978,105,0,6.0,98.6,0
2023-01-05 09:00:00,M_01,80.4,1.912,101.91,2911,106,0,6.0,98.0,0
2023-01-05 10:00:00,M_01,81.19,1.463,,2936,107,0,6.0,97.3,0
2023-01-05 11:00:00,M_01,79.23,1.604,108.68,2920,108,0,6.0,95.0,0
2023-01-05 12:00:00,M_01,75.96,1.419,103.77,2931,109,0,6.0,87.9,0
2023-01-05 13:00:00,M_01,78.15,1.677,105.43,2892,110,0,6.0,92.4,0
2023-01-05 14:00:00,M_01,77.82,1.721,103.41,2927,111,0,6.0,84.0,0
2023-01-05 15:00:00,M_01,77.57,1.584,101.71,2916,112,0,6.0,80.0,0
2023-01-05 16:00:00,M_01,76.09,1.637,104.07,2914,113,0,6.0,86.1,0
2023-01-05 17:00:00,M_01,76.98,1.636,104.47,2891,114,0,6.0,94.5,0
2023-01-05 18:00:00,M_01,78.63,1.568,105.86,2919,115,0,6.0,90.1,0
2023-01-05 19:00:00,M_01,73.7,1.151,104.47,2868,116,0,6.0,56.0,0
2023-01-05 20:00:00,M_01,74.53,1.231,101.76,2858,117,0,6.0,66.0,0
2023-01-05 21:00:00,M_01,,1.043,102.39,2821,118,0,6.0,45.5,0
2023-01-05 22:00:00,M_01,75.72,1.288,101.92,2874,119,0,6.0,70.7,0
2023-01-05 23:00:00,M_01,70.86,0.951,101.04,2823,120,0,6.0,49.1,0
2023-01-06 00:00:00,M_01,74.66,1.318,101.27,2881,121,0,6.0,62.7,0
2023-01-06 01:00:00,M_01,73.52,1.519,104.03,2910,122,0,6.0,64.8,0
2023-01-06 02:00:00,M_01,73.97,1.301,100.66,2873,123,0,6.0,66.4,0
2023-01-06 03:00:00,M_01,73.71,1.408,103.17,2878,124,0,6.0,66.7,0
2023-01-06 04:00:00,M_01,68.35,0.956,98.72,2783,125,0,6.0,36.5,0
2023-01-06 05:00:00,M_01,76.62,1.038,101.47,2847,126,0,6.0,61.4,0
2023-01-06 06:00:00,M_01,,0.993,102.7,2832,127,0,6.0,51.3,0
2023-01-06 07:00:00,M_01,70.4,0.716,99.66,2802,128,0,6.0,41.6,0
2023-01-06 08:00:00,M_01,78.45,1.635,102.46,2897,129,0,6.0,88.0,0
2023-01-06 09:00:00,M_01,81.03,1.884,104.26,2959,130,0,6.0,100.0,0
2023-01-06 10:00:00,M_01,75.14,1.521,101.82,2905,131,0,6.0,70.3,0
2023-01-06 11:00:00,M_01,78.89,1.502,104.59,2919,132,0,6.0,85.9,0
2023-01-06 12:00:00,M_01,82.51,1.87,104.91,2951,133,0,6.0,99.8,0
2023-01-06 13:00:00,M_01,79.7,1.922,106.43,2937,134,0,6.0,90.2,0
2023-01-06 14:00:00,M_01,80.17,2.037,106.8,3007,135,0,6.0,100.0,0
2023-01-06 15:00:00,M_01,76.96,1.667,104.41,2854,136,0,6.0,80.8,0
2023-01-06 16:00:00,M_01,75.51,1.602,103.03,2932,137,0,6.0,80.9,0
2023-01-06 17:00:00,M_01,81.18,1.607,107.66,2917,138,0,6.0,82.3,0
2023-01-06 18:00:00,M_01,80.92,1.697,103.0,2927,139,0,6.0,98.2,0
2023-01-06 19:00:00,M_01,70.2,0.554,97.68,2829,140,0,6.0,32.2,0
2023-01-06 20:00:00,M_01,70.61,1.178,98.41,2870,141,0,6.0,46.1,0
2023-01-06 21:00:00,M_01,75.32,1.244,102.32,2863,142,0,6.0,63.8,0
2023-01-06 22:00:00,M_01,72.87,0.976,100.95,2903,143,0,6.0,59.3,0
2023-01-06 23:00:00,M_01,69.79,0.856,98.66,2861,144,0,6.0,49.1,0
2023-01-07 00:00:00,M_01,74.26,1.504,105.93,2862,145,0,6.0,65.9,0
2023-01-07 01:00:00,M_01,71.83,0.954,99.91,2875,146,0,6.0,50.5,0
2023-01-07 02:00:00,M_01,70.18,0.618,100.79,2783,147,0,6.0,39.6,0
2023-01-07 03:00:00,M_01,71.72,1.212,102.56,2827,148,0,6.0,55.9,0
2023-01-07 04:00:00,M_01,72.46,1.262,102.53,2868,149,0,6.0,63.1,0
2023-01-07 05:00:00,M_01,72.96,1.255,102.98,2894,150,0,6.0,56.7,0
2023-01-07 06:00:00,M_01,73.44,1.237,101.47,2871,151,0,6.0,63.0,0
2023-01-07 07:00:00,M_01,71.93,0.958,98.76,2804,152,0,6.0,47.1,0
2023-01-07 08:00:00,M_01,82.58,,101.69,2967,153,0,6.0,96.7,0
2023-01-07 09:00:00,M_01,81.3,1.71,105.19,2988,154,0,6.0,100.0,0
2023-01-07 10:00:00,M_01,75.17,1.069,101.89,2917,155,0,6.0,68.7,0
2023-01-07 11:00:00,M_01,79.69,1.642,102.47,2959,156,0,6.0,88.3,0
2023-01-07 12:00:00,M_01,77.38,1.917,104.72,2924,157,0,6.0,88.9,0
2023-01-07 13:00:00,M_01,79.79,1.721,104.74,2964,158,0,6.0,92.7,0
2023-01-07 14:00:00,M_01,75.84,1.456,104.32,2897,159,0,6.0,79.2,0
2023-01-07 15:00:00,M_01,78.26,1.741,108.45,2942,160,0,6.0,93.0,0
2023-01-07 16:00:00,M_01,79.06,1.763,106.85,2909,161,0,6.0,92.4,0
2023-01-07 17:00:00,M_01,76.74,1.533,102.78,2861,162,0,6.0,74.4,0
2023-01-07 18:00:00,M_01,78.5,1.773,103.78,2930,163,0,6.0,100.0,0
2023-01-07 19:00:00,M_01,72.04,0.846,100.15,2877,164,0,6.0,48.6,0
2023-01-07 20:00:00,M_01,73.74,1.112,103.99,2873,165,0,6.0,65.4,0
2023-01-07 21:00:00,M_01,70.88,1.031,103.53,2812,166,0,6.0,57.5,0
2023-01-07 22:00:00,M_01,72.08,1.248,99.41,2822,167,0,6.0,57.0,0
2023-01-07 23:00:00,M_01,71.99,1.101,102.16,2864,168,0,6.0,62.3,0
2023-01-08 00:00:00,M_01,73.09,,102.46,2808,169,0,6.0,56.1,0
2023-01-08 01:00:00,M_01,69.03,0.873,98.76,2796,170,0,6.0,36.8,0
2023-01-08 02:00:00,M_01,71.98,0.936,101.4,2848,171,0,6.0,47.5,0
2023-01-08 03:00:00,M_01,70.81,0.977,99.31,2791,172,0,6.0,48.1,0
2023-01-08 04:00:00,M_01,72.39,1.103,100.35,2874,173,0,6.0,49.5,0
2023-01-08 05:00:00,M_01,78.58,1.528,103.66,2938,174,0,6.0,73.9,0
2023-01-08 06:00:00,M_01,72.6,1.136,101.33,2814,175,0,6.0,49.5,0
2023-01-08 07:00:00,M_01,77.66,1.547,104.46,2930,176,0,6.0,81.3,0
2023-01-08 08:00:00,M_01,77.73,1.552,104.36,2927,177,0,6.0,83.9,0
2023-01-08 09:00:00,M_01,76.29,1.791,105.82,2866,178,0,6.0,86.4,0
2023-01-08 10:00:00,M_01,80.86,1.645,101.89,2910,179,0,6.0,91.5,0
2023-01-08 11:00:00,M_01,78.07,1.823,103.57,2915,180,0,6.0,93.5,0
2023-01-08 12:00:00,M_01,80.45,1.957,103.1,2943,181,0,6.0,93.8,0
2023-01-08 13:00:00,M_01,73.69,1.153,102.83,2898,182,0,6.0,63.3,0
2023-01-08 14:00:00,M_01,79.16,1.618,105.51,2900,183,0,6.0,94.4,0
2023-01-08 15:00:00,M_01,76.13,1.569,105.02,2909,184,0,6.0,77.4,0
2023-01-08 16:00:00,M_01,77.68,1.641,103.65,2918,185,0,6.0,87.9,0
2023-01-08 17:00:00,M_01,77.17,1.385,104.66,2911,186,0,6.0,86.5,0
2023-01-08 18:00:00,M_01,78.28,1.712,105.81,2910,187,0,6.0,84.7,0
2023-01-08 19:00:00,M_01,72.9,1.158,100.75,2877,188,0,6.0,55.9,0
2023-01-08 20:00:00,M_01,71.34,1.127,100.22,2846,189,0,6.0,53.7,0
2023-01-08 21:00:00,M_01,72.64,1.172,101.75,2865,190,0,6.0,57.5,0
2023-01-08 22:00:00,M_01,70.48,1.073,100.74,2881,191,0,6.0,44.9,0
2023-01-08 23:00:00,M_01,72.23,1.239,103.22,2801,192,0,6.0,59.2,0
2023-01-09 00:00:00,M_01,73.45,1.142,101.75,2868,193,0,6.0,57.1,0
2023-01-09 01:00:00,M_01,72.21,1.277,102.99,2816,194,0,6.0,51.4,0
2023-01-09 02:00:00,M_01,72.22,1.056,101.79,2828,195,0,6.0,58.2,0
2023-01-09 03:00:00,M_01,69.33,0.737,99.9,2830,196,0,6.0,37.3,0
2023-01-09 04:00:00,M_01,73.85,1.133,101.09,2866,197,0,6.0,60.4,0
2023-01-09 05:00:00,M_01,75.82,1.394,103.27,2808,198,0,6.0,63.2,0
2023-01-09 06:00:00,M_01,74.94,1.418,103.43,2861,199,0,6.0,63.3,0
2023-01-09 07:00:00,M_01,76.17,,101.88,2864,200,0,6.0,67.2,0
2023-01-09 08:00:00,M_01,75.84,1.679,103.27,2949,201,0,6.0,80.8,0
2023-01-09 09:00:00,M_01,78.17,1.558,106.46,2954,202,0,6.0,85.8,0
2023-01-09 10:00:00,M_01,77.91,1.761,103.61,2866,203,0,6.0,89.6,0
2023-01-09 11:00:00,M_01,78.03,1.662,105.21,2939,204,0,6.0,88.7,0
2023-01-09 12:00:00,M_01,80.65,1.682,102.52,2920,205,0,6.0,84.4,0
2023-01-09 13:00:00,M_01,77.5,1.613,103.53,2887,206,0,6.0,71.2,0
2023-01-09 14:00:00,M_01,75.39,1.369,99.31,2917,207,0,6.0,79.2,0
2023-01-09 15:00:00,M_01,,1.491,103.83,2931,208,0,6.0,84.0,0
2023-01-09 16:00:00,M_01,78.87,1.754,105.07,2963,209,0,6.0,93.9,0
2023-01-09 17:00:00,M_01,77.75,1.532,100.88,2928,210,0,6.0,82.6,0
2023-01-09 18:00:00,M_01,78.45,1.62,104.83,2925,211,0,6.0,92.9,0
2023-01-09 19:00:00,M_01,74.66,1.301,103.0,2848,212,0,6.0,64.3,0
2023-01-09 20:00:00,M_01,73.26,1.078,100.22,2840,213,0,6.0,48.9,0
2023-01-09 21:00:00,M_01,72.79,1.327,99.61,2859,214,0,6.0,55.4,0
2023-01-09 22:00:00,M_01,71.12,1.154,100.3,2843,215,0,6.0,43.8,0
2023-01-09 23:00:00,M_01,71.14,1.208,102.3,2820,216,0,6.0,48.1,0
2023-01-10 00:00:00,M_01,71.17,1.174,101.38,2868,217,0,6.0,45.3,0
2023-01-10 01:00:00,M_01,77.74,1.422,102.0,2838,218,0,6.0,75.2,0
2023-01-10 02:00:00,M_01,70.84,1.031,100.07,2812,219,0,6.0,49.7,0
2023-01-10 03:00:00,M_01,74.25,1.42,105.37,2820,220,0,6.0,64.3,0
2023-01-10 04:00:00,M_01,77.42,1.549,103.14,2923,221,0,6.0,80.4,0
2023-01-10 05:00:00,M_01,72.48,1.383,102.03,2865,222,0,6.0,60.7,0
2023-01-10 06:00:00,M_01,71.27,0.932,101.32,2812,223,0,6.0,46.4,0
2023-01-10 07:00:00,M_01,70.42,1.024,98.92,2795,224,0,6.0,42.4,0
2023-01-10 08:00:00,M_01,76.85,1.59,102.94,2924,225,0,6.0,80.4,0
2023-01-10 09:00:00,M_01,80.08,1.411,105.05,2925,226,0,6.0,83.3,0
2023-01-10 10:00:00,M_01,77.51,1.446,104.35,2924,227,0,6.0,80.1,0
2023-01-10 11:00:00,M_01,76.75,1.748,104.2,2910,228,0,6.0,81.2,0
2023-01-10 12:00:00,M_01,79.49,1.631,102.51,2887,229,0,6.0,87.8,0
2023-01-10 13:00:00,M_01,76.87,1.713,103.45,2893,230,0,6.0,79.2,0
2023-01-10 14:00:00,M_01,80.15,1.837,107.51,2940,231,0,6.0,90.4,0
2023-01-10 15:00:00,M_01,78.85,1.924,106.31,2926,232,0,6.0,100.0,0
2023-01-10 16:00:00,M_01,78.36,1.646,107.08,2893,233,0,6.0,81.4,0
2023-01-10 17:00:00,M_01,81.8,1.859,103.41,2914,234,0,6.0,93.0,0
2023-01-10 18:00:00,M_01,75.84,1.341,102.39,2924,235,0,6.0,73.8,0
2023-01-10 19:00:00,M_01,72.81,1.027,101.06,2795,236,0,6.0,52.3,0
2023-01-10 20:00:00,M_01,72.08,1.149,102.13,2785,237,0,6.0,56.1,0
2023-01-10 21:00:00,M_01,68.02,0.573,101.81,2869,238,0,6.0,39.7,0
2023-01-10 22:00:00,M_01,72.47,0.786,99.04,2821,239,0,6.0,50.2,0
2023-01-10 23:00:00,M_01,70.94,0.854,102.07,2816,240,0,6.0,41.6,0
2023-01-11 00:00:00,M_01,71.62,1.322,100.47,2852,241,0,6.0,54.4,0
2023-01-11 01:00:00,M_01,74.72,1.333,101.64,2877,242,0,6.0,62.7,0
2023-01-11 02:00:00,M_01,71.83,1.298,101.91,2807,243,0,6.0,56.9,0
2023-01-11 03:00:00,M_01,71.73,1.039,100.96,2888,244,0,6.0,46.0,0
2023-01-11 04:00:00,M_01,72.01,1.256,104.48,2869,245,0,6.0,59.5,0
2023-01-11 05:00:00,M_01,75.13,1.285,101.47,2881,246,0,6.0,64.2,0
2023-01-11 06:00:00,M_01,74.02,1.241,102.18,2897,247,0,6.0,65.5,0
2023-01-11 07:00:00,M_01,75.32,,101.16,2854,248,0,6.0,56.3,0
2023-01-11 08:00:00,M_01,77.53,1.794,108.56,2923,249,0,6.0,84.2,0
2023-01-11 09:00:00,M_01,76.43,1.224,105.08,2877,250,0,6.0,74.7,0
2023-01-11 10:00:00,M_01,80.53,2.007,108.02,2942,251,0,6.0,97.2,0
2023-01-11 11:00:00,M_01,78.7,1.792,101.91,2901,252,0,6.0,89.2,0
2023-01-11 12:00:00,M_01,78.6,1.519,100.23,2907,253,0,6.0,80.9,0
2023-01-11 13:00:00,M_01,78.05,1.686,102.08,2916,254,0,6.0,84.9,0
2023-01-11 14:00:00,M_01,80.14,1.727,102.44,2898,255,0,6.0,90.4,0
2023-01-11 15:00:00,M_01,79.89,1.712,105.53,2914,256,0,6.0,92.5,0
2023-01-11 16:00:00,M_01,79.47,1.528,104.52,2920,257,0,6.0,83.1,0
2023-01-11 17:00:00,M_01,77.51,1.895,103.78,2930,258,0,6.0,92.6,0
2023-01-11 18:00:00,M_01,79.78,1.588,104.68,2911,259,0,6.0,81.4,0
2023-01-11 19:00:00,M_01,75.0,1.215,104.44,2808,260,0,6.0,51.5,0
2023-01-11 20:00:00,M_01,73.39,1.394,99.75,2874,261,0,6.0,53.9,0
2023-01-11 21:00:00,M_01,71.94,1.128,100.24,2832,262,0,6.0,58.8,0
2023-01-11 22:00:00,M_01,75.07,1.316,103.92,2901,263,0,6.0,63.9,0
2023-01-11 23:00:00,M_01,76.65,,104.45,2839,264,0,6.0,68.1,0
2023-01-12 00:00:00,M_01,73.91,1.28,102.97,2850,265,0,6.0,59.7,0
2023-01-12 01:00:00,M_01,,1.105,103.48,2842,266,0,6.0,46.3,0
2023-01-12 02:00:00,M_01,71.5,0.981,101.96,2799,267,0,6.0,47.8,0
2023-01-12 03:00:00,M_01,71.98,1.272,100.35,2831,268,0,6.0,54.3,0
2023-01-12 04:00:00,M_01,74.22,1.141,99.65,2831,269,0,6.0,56.7,0
2023-01-12 05:00:00,M_01,73.82,1.413,102.69,2914,270,0,6.0,60.8,0
2023-01-12 06:00:00,M_01,71.35,1.165,104.34,2871,271,0,6.0,60.2,0
2023-01-12 07:00:00,M_01,74.66,1.223,103.28,2903,272,0,6.0,63.1,0
2023-01-12 08:00:00,M_01,78.82,1.699,104.6,2951,273,0,6.0,89.8,0
2023-01-12 09:00:00,M_01,76.22,1.532,104.42,2929,274,0,6.0,86.9,0
2023-01-12 10:00:00,M_01,77.02,1.58,102.78,2880,275,0,6.0,76.6,0
2023-01-12 11:00:00,M_01,76.33,1.307,103.32,2870,276,0,6.0,76.7,0
2023-01-12 12:00:00,M_01,77.67,1.657,104.71,2866,277,0,6.0,87.9,0
2023-01-12 13:00:00,M_01,81.66,2.008,106.03,2963,278,0,6.0,98.4,0
2023-01-12 14:00:00,M_01,78.12,1.663,107.23,2902,279,0,6.0,88.7,0
2023-01-12 15:00:00,M_01,78.69,1.849,104.56,2901,280,0,6.0,86.5,0
2023-01-12 16:00:00,M_01,78.56,1.754,103.72,2940,281,0,6.0,86.8,0
2023-01-12 17:00:00,M_01,76.01,1.687,101.93,2874,282,0,6.0,75.5,0
2023-01-12 18:00:00,M_01,76.94,1.483,103.13,2862,283,0,6.0,83.1,0
2023-01-12 19:00:00,M_01,72.23,1.27,103.83,2848,284,0,6.0,47.7,0
2023-01-12 20:00:00,M_01,75.06,1.187,103.78,2862,285,0,6.0,67.6,0
2023-01-12 21:00:00,M_01,70.96,1.385,101.53,2825,286,0,6.0,51.0,0
2023-01-12 22:00:00,M_01,77.0,1.613,106.26,2877,287,0,6.0,76.3,0
2023-01-12 23:00:00,M_01,73.09,1.374,103.45,2861,288,0,6.0,61.3,0
2023-01-13 00:00:00,M_01,72.67,1.175,104.09,2845,289,0,6.0,53.5,0
2023-01-13 01:00:00,M_01,69.7,1.013,100.23,2867,290,0,6.0,51.2,0
2023-01-13 02:00:00,M_01,70.21,1.212,98.21,2813,291,0,6.0,41.9,0
2023-01-13 03:00:00,M_01,74.6,1.374,104.91,2843,292,0,6.0,66.2,0
2023-01-13 04:00:00,M_01,73.36,1.076,,2878,293,0,6.0,60.5,0
2023-01-13 05:00:00,M_01,71.32,1.31,100.27,2882,294,0,6.0,54.2,0
2023-01-13 06:00:00,M_01,73.86,1.108,100.79,2891,295,0,6.0,59.1,0
2023-01-13 07:00:00,M_01,73.4,1.171,100.59,2871,296,0,6.0,52.8,0
2023-01-13 08:00:00,M_01,77.78,1.742,,2881,297,0,6.0,80.1,0
2023-01-13 09:00:00,M_01,80.79,1.348,106.72,2887,298,0,6.0,76.8,0
2023-01-13 10:00:00,M_01,74.41,1.531,99.75,2903,299,0,6.0,68.0,0
2023-01-13 11:00:00,M_01,76.67,1.7,102.14,2925,300,0,6.0,82.3,0
2023-01-13 12:00:00,M_01,73.77,1.341,102.79,2894,301,0,6.0,66.8,0
2023-01-13 13:00:00,M_01,76.16,1.656,102.58,2884,302,0,6.0,83.5,0
