date,store_id,product_id,product_category,price,discount,promotion,units_sold,inventory,supplier_lead_time,holiday,weekday,temperature,rainfall,stockout_risk
2023-04-14,STORE_01,P001,Electronics,199.85,0.0,0,20,147,2,0,Friday,24.9,0.0,0
2023-04-15,STORE_01,P001,Electronics,199.85,,0,24,123,2,0,Saturday,20.6,,0
2023-04-16,STORE_01,P001,Electronics,179.87,0.1,1,39,84,2,0,Sunday,24.5,0.0,0
2023-04-17,STORE_01,P001,Electronics,199.85,0.0,0,17,67,2,0,Monday,27.0,0.0,0
2023-04-18,STORE_01,P001,Electronics,179.87,0.1,1,31,233,2,0,Tuesday,22.6,0.37,0
2023-04-19,STORE_01,P001,Electronics,199.85,0.0,0,22,211,2,0,Wednesday,25.3,5.04,0
2023-04-20,STORE_01,P001,Electronics,199.85,0.0,0,24,187,2,0,Thursday,21.9,0.0,0
2023-04-21,STORE_01,P001,Electronics,199.85,0.0,0,24,163,2,0,Friday,21.7,9.53,0
2023-04-22,STORE_01,P001,Electronics,179.87,0.1,1,35,128,2,0,Saturday,19.6,0.0,0
2023-04-23,STORE_01,P001,Electronics,199.85,0.0,0,22,106,2,0,Sunday,23.1,10.63,0
2023-04-24,STORE_01,P001,Electronics,199.85,0.0,0,26,80,2,0,Monday,23.0,0.93,0
2023-04-25,STORE_01,P001,Electronics,199.85,0.0,0,25,55,2,0,Tuesday,27.1,0.0,0
2023-04-26,STORE_01,P001,Electronics,199.85,0.0,0,13,239,2,0,Wednesday,24.5,0.0,0
2023-04-27,STORE_01,P001,Electronics,199.85,0.0,0,53,186,2,0,Thursday,27.4,0.0,0
2023-04-28,STORE_01,P001,Electronics,139.9,0.3,1,24,162,2,0,Friday,24.3,0.0,0
2023-04-29,STORE_01,P001,Electronics,199.85,0.0,0,35,127,2,0,Saturday,25.6,3.35,0
2023-04-30,STORE_01,P001,Electronics,199.85,0.0,0,16,111,2,0,Sunday,29.8,,0
2023-05-01,STORE_01,P001,Electronics,159.88,,1,26,85,2,0,Monday,26.4,0.0,0
2023-05-02,STORE_01,P001,Electronics,199.85,0.0,0,20,65,2,0,Tuesday,24.0,0.0,0
2023-05-03,STORE_01,P001,Electronics,179.87,0.1,1,40,222,2,0,Wednesday,24.3,26.43,0
2023-05-04,STORE_01,P001,Electronics,199.85,0.0,0,16,206,2,0,Thursday,25.0,4.21,0
2023-05-05,STORE_01,P001,Electronics,199.85,0.0,0,21,185,2,0,Friday,26.0,1.64,0
2023-05-06,STORE_01,P001,Electronics,179.87,0.1,1,39,146,2,0,Saturday,29.8,5.25,0
2023-05-07,STORE_01,P001,Electronics,199.85,0.0,0,25,121,2,0,Sunday,22.7,0.0,0
2023-05-08,STORE_01,P001,Electronics,199.85,0.0,0,23,98,2,0,Monday,30.4,0.0,0
2023-05-09,STORE_01,P001,Electronics,199.85,0.0,0,12,86,2,0,Tuesday,27.1,0.0,0
2023-05-10,STORE_01,P001,Electronics,199.85,0.0,0,22,64,2,0,Wednesday,26.3,0.0,0
2023-05-11,STORE_01,P001,Electronics,199.85,0.0,0,21,240,2,0,Thursday,32.7,0.0,0
2023-05-12,STORE_01,P001,Electronics,199.85,0.0,0,24,216,2,0,Friday,32.0,0.0,0
2023-05-13,STORE_01,P001,Electronics,199.85,0.0,0,27,189,2,0,Saturday,30.0,0.0,0
2023-05-14,STORE_01,P001,Electronics,159.88,0.2,1,34,155,2,0,Sunday,33.0,0.0,0
2023-05-15,STORE_01,P001,Electronics,199.85,0.0,0,19,136,2,0,Monday,27.3,0.0,0
2023-05-16,STORE_01,P001,Electronics,199.85,0.0,0,20,116,2,0,Tuesday,24.5,0.0,0
2023-05-17,STORE_01,P001,Electronics,199.85,0.0,0,17,99,2,0,Wednesday,32.9,0.0,0
2023-05-18,STORE_01,P001,Electronics,199.85,0.0,0,18,81,2,0,Thursday,30.4,0.0,0
2023-05-19,STORE_01,P001,Electronics,179.87,0.1,1,28,53,2,0,Friday,27.2,0.0,1
2023-05-20,STORE_01,P001,Electronics,199.85,0.0,0,22,228,2,0,Saturday,29.1,0.0,0
2023-05-21,STORE_01,P001,Electronics,159.88,0.2,1,34,194,2,0,Sunday,29.6,0.0,0
2023-05-22,STORE_01,P001,Electronics,199.85,0.0,0,16,178,2,0,Monday,31.4,0.0,0
2023-05-23,STORE_01,P001,Electronics,199.85,,0,25,153,2,0,Tuesday,34.6,0.0,0
2023-05-24,STORE_01,P001,Electronics,199.85,0.0,0,16,137,2,0,Wednesday,30.8,0.0,0
2023-05-25,STORE_01,P001,Electronics,199.85,0.0,0,16,121,2,0,Thursday,27.8,0.0,0
2023-05-26,STORE_01,P001,Electronics,199.85,0.0,0,15,106,2,0,Friday,35.5,0.0,0
2023-05-27,STORE_01,P001,Electronics,199.85,0.0,0,32,74,2,0,Saturday,30.5,0.0,0
2023-05-28,STORE_01,P001,Electronics,199.85,0.0,0,31,43,2,0,Sunday,31.0,0.0,1
2023-05-29,STORE_01,P001,Electronics,199.85,0.0,0,12,228,2,0,Monday,26.4,40.09,0
2023-05-30,STORE_01,P001,Electronics,199.85,0.0,0,26,202,2,0,Tuesday,34.2,4.61,0
2023-05-31,STORE_01,P001,Electronics,199.85,0.0,0,20,182,2,0,Wednesday,27.5,0.0,0
2023-06-01,STORE_01,P001,Electronics,139.9,0.3,1,30,152,2,0,Thursday,35.2,0.0,0
2023-06-02,STORE_01,P001,Electronics,159.88,0.2,1,21,131,2,0,Friday,32.0,0.0,0
2023-06-03,STORE_01,P001,Electronics,199.85,0.0,0,29,102,2,0,Saturday,35.4,0.0,0
2023-06-04,STORE_01,P001,Electronics,199.85,0.0,0,25,77,2,0,Sunday,32.6,0.0,0
2023-06-05,STORE_01,P001,Electronics,199.85,0.0,0,20,57,2,0,Monday,33.5,0.0,0
2023-06-06,STORE_01,P001,Electronics,199.85,0.0,0,17,237,2,0,Tuesday,29.3,12.87,0
2023-06-07,STORE_01,P001,Electronics,199.85,,0,18,219,2,0,Wednesday,32.8,0.0,0
2023-06-08,STORE_01,P001,Electronics,199.85,0.0,0,18,201,2,0,Thursday,40.4,8.32,0
2023-06-09,STORE_01,P001,Electronics,199.85,0.0,0,25,176,2,0,Friday,34.1,0.0,0
2023-06-10,STORE_01,P001,Electronics,199.85,0.0,0,25,151,2,0,Saturday,29.6,0.0,0
2023-06-11,STORE_01,P001,Electronics,199.85,0.0,0,22,129,2,0,Sunday,32.4,0.0,0
2023-06-12,STORE_01,P001,Electronics,199.85,0.0,0,23,106,2,0,Monday,38.3,0.0,0
2023-06-13,STORE_01,P001,Electronics,199.85,0.0,0,24,82,2,0,Tuesday,36.1,0.0,0
2023-06-14,STORE_01,P001,Electronics,199.85,0.0,0,25,57,2,0,Wednesday,29.2,0.0,0
2023-06-15,STORE_01,P001,Electronics,199.85,0.0,0,16,238,2,0,Thursday,29.9,0.0,0
2023-06-16,STORE_01,P001,Electronics,179.87,0.1,1,23,215,2,0,Friday,27.9,0.0,0
2023-06-17,STORE_01,P001,Electronics,199.85,0.0,0,23,192,2,0,Saturday,31.9,0.0,0
2023-06-18,STORE_01,P001,Electronics,199.85,0.0,0,31,161,2,0,Sunday,30.6,20.94,0
2023-06-19,STORE_01,P001,Electronics,199.85,0.0,0,24,137,2,0,Monday,33.1,0.0,0
2023-06-20,STORE_01,P001,Electronics,199.85,0.0,0,18,119,2,0,Tuesday,32.0,6.46,0
2023-06-21,STORE_01,P001,Electronics,199.85,0.0,0,25,94,2,0,Wednesday,33.5,0.0,0
2023-06-22,STORE_01,P001,Electronics,199.85,0.0,0,17,77,2,0,Thursday,37.0,13.12,0
2023-06-23,STORE_01,P001,Electronics,199.85,0.0,0,22,55,2,0,Friday,33.5,0.0,0
2023-06-24,STORE_01,P001,Electronics,199.85,0.0,0,24,228,2,0,Saturday,41.8,,0
2023-06-25,STORE_01,P001,Electronics,199.85,0.0,0,25,203,2,0,Sunday,33.6,0.0,0
2023-06-26,STORE_01,P001,Electronics,199.85,0.0,0,14,189,2,0,Monday,30.9,,0
2023-06-27,STORE_01,P001,Electronics,199.85,0.0,0,14,175,2,0,Tuesday,36.4,0.48,0
2023-06-28,STORE_01,P001,Electronics,199.85,0.0,0,17,158,2,0,Wednesday,34.7,13.45,0
2023-06-29,STORE_01,P001,Electronics,199.85,0.0,0,18,140,2,0,Thursday,32.5,4.78,0
2023-06-30,STORE_01,P001,Electronics,139.9,0.3,1,30,110,2,0,Friday,34.7,0.0,0
2023-07-01,STORE_01,P001,Electronics,199.85,0.0,0,16,94,2,0,Saturday,34.3,7.94,0
2023-07-02,STORE_01,P001,Electronics,199.85,0.0,0,32,62,2,0,Sunday,29.6,0.0,0
2023-07-03,STORE_01,P001,Electronics,199.85,0.0,0,14,245,2,0,Monday,34.9,3.99,0
2023-07-04,STORE_01,P001,Electronics,139.9,0.3,1,43,202,2,1,Tuesday,34.3,2.33,0
2023-07-05,STORE_01,P001,Electronics,199.85,0.0,0,19,183,2,0,Wednesday,33.8,0.0,0
2023-07-06,STORE_01,P001,Electronics,199.85,0.0,0,18,165,2,0,Thursday,34.6,0.0,0
2023-07-07,STORE_01,P001,Electronics,199.85,0.0,0,20,145,2,0,Friday,35.3,3.51,0
2023-07-08,STORE_01,P001,Electronics,199.85,0.0,0,28,117,2,0,Saturday,37.8,2.07,0
2023-07-09,STORE_01,P001,Electronics,199.85,0.0,0,23,94,2,0,Sunday,35.1,5.2,0
2023-07-10,STORE_01,P001,Electronics,199.85,0.0,0,9,85,2,0,Monday,35.1,0.0,0
2023-07-11,STORE_01,P001,Electronics,199.85,0.0,0,15,70,2,0,Tuesday,37.5,0.0,0
2023-07-12,STORE_01,P001,Electronics,199.85,0.0,0,21,49,2,0,Wednesday,31.4,2.39,0
2023-07-13,STORE_01,P001,Electronics,159.88,0.2,1,33,213,2,0,Thursday,38.4,0.0,0
2023-07-14,STORE_01,P001,Electronics,199.85,0.0,0,17,196,2,0,Friday,33.2,5.36,0
2023-07-15,STORE_01,P001,Electronics,199.85,0.0,0,18,178,2,0,Saturday,35.8,0.0,0
2023-07-16,STORE_01,P001,Electronics,199.85,0.0,0,22,156,2,0,Sunday,38.9,0.0,0
2023-07-17,STORE_01,P001,Electronics,199.85,0.0,0,21,135,2,0,Monday,35.6,0.0,0
2023-07-18,STORE_01,P001,Electronics,199.85,0.0,0,23,112,2,0,Tuesday,35.6,0.09,0
2023-07-19,STORE_01,P001,Electronics,199.85,0.0,0,18,94,2,0,Wednesday,35.5,0.0,0
2023-07-20,STORE_01,P001,Electronics,199.85,0.0,0,26,68,2,0,Thursday,33.6,0.0,0
2023-07-21,STORE_01,P001,Electronics,159.88,0.2,1,30,235,2,0,Friday,33.5,0.0,0
2023-07-22,STORE_01,P001,Electronics,199.85,0.0,0,21,214,2,0,Saturday,36.1,0.0,0
2023-07-23,STORE_01,P001,Electronics,199.85,0.0,0,24,190,2,0,Sunday,32.2,0.0,0
2023-07-24,STORE_01,P001,Electronics,199.85,0.0,0,15,175,2,0,Monday,31.9,0.0,0
2023-07-25,STORE_01,P001,Electronics,199.85,0.0,0,22,153,2,0,Tuesday,32.9,1.81,0
2023-07-26,STORE_01,P001,Electronics,199.85,0.0,0,19,134,2,0,Wednesday,33.2,0.0,0
2023-07-27,STORE_01,P001,Electronics,199.85,0.0,0,16,118,2,0,Thursday,36.0,0.0,0
2023-07-28,STORE_01,P001,Electronics,199.85,0.0,0,19,99,2,0,Friday,31.4,29.46,0
2023-07-29,STORE_01,P001,Electronics,199.85,0.0,0,26,73,2,0,Saturday,31.4,0.0,0
2023-07-30,STORE_01,P001,Electronics,199.85,0.0,0,33,40,2,0,Sunday,36.5,0.0,1
2023-07-31,STORE_01,P001,Electronics,199.85,0.0,0,14,223,2,0,Monday,31.4,0.0,0
2023-08-01,STORE_01,P001,Electronics,199.85,0.0,0,16,207,2,0,Tuesday,32.1,0.0,0
2023-08-02,STORE_01,P001,Electronics,199.85,0.0,0,25,182,2,0,Wednesday,38.8,0.0,0
2023-08-03,STORE_01,P001,Electronics,199.85,0.0,0,13,169,2,0,Thursday,38.7,0.0,0
2023-08-04,STORE_01,P001,Electronics,199.85,,0,20,149,2,0,Friday,32.9,0.0,0
2023-08-05,STORE_01,P001,Electronics,199.85,0.0,0,26,123,2,0,Saturday,30.6,0.0,0
2023-08-06,STORE_01,P001,Electronics,199.85,0.0,0,24,99,2,0,Sunday,34.8,0.0,0
2023-08-07,STORE_01,P001,Electronics,199.85,0.0,0,13,86,2,0,Monday,32.9,0.0,0
2023-08-08,STORE_01,P001,Electronics,199.85,0.0,0,26,60,2,0,Tuesday,30.6,0.0,0
2023-08-09,STORE_01,P001,Electronics,199.85,0.0,0,21,236,2,0,Wednesday,28.4,1.48,0
2023-08-10,STORE_01,P001,Electronics,199.85,0.0,0,19,217,2,0,Thursday,36.8,0.0,0
2023-08-11,STORE_01,P001,Electronics,159.88,0.2,1,23,194,2,0,Friday,34.0,0.0,0
2023-08-12,STORE_01,P001,Electronics,199.85,0.0,0,28,166,2,0,Saturday,30.4,0.94,0
2023-08-13,STORE_01,P001,Electronics,179.87,0.1,1,32,134,2,0,Sunday,27.7,0.0,0
2023-08-14,STORE_01,P001,Electronics,199.85,0.0,0,18,116,2,0,Monday,32.9,0.0,0
2023-08-15,STORE_01,P001,Electronics,199.85,0.0,0,11,105,2,0,Tuesday,33.4,0.0,0
2023-08-16,STORE_01,P001,Electronics,199.85,0.0,0,22,83,2,0,Wednesday,29.7,,0
2023-08-17,STORE_01,P001,Electronics,199.85,0.0,0,24,59,2,0,Thursday,35.0,16.4,0
2023-08-18,STORE_01,P001,Electronics,159.88,0.2,1,28,228,2,0,Friday,27.8,0.0,0
2023-08-19,STORE_01,P001,Electronics,199.85,0.0,0,34,194,2,0,Saturday,31.1,0.0,0
2023-08-20,STORE_01,P001,Electronics,139.9,0.3,1,39,155,2,0,Sunday,28.6,13.07,0
2023-08-21,STORE_01,P001,Electronics,179.87,0.1,1,24,131,2,0,Monday,26.9,0.0,0
2023-08-22,STORE_01,P001,Electronics,199.85,0.0,0,23,108,2,0,Tuesday,30.3,0.0,0
2023-08-23,STORE_01,P001,Electronics,179.87,0.1,1,35,73,2,0,Wednesday,33.7,0.0,0
2023-08-24,STORE_01,P001,Electronics,199.85,0.0,0,16,57,2,0,Thursday,31.4,0.0,0
2023-08-25,STORE_01,P001,Electronics,199.85,0.0,0,19,235,2,0,Friday,27.2,0.0,0
2023-08-26,STORE_01,P001,Electronics,199.85,0.0,0,41,194,2,0,Saturday,30.1,0.0,0
2023-08-27,STORE_01,P001,Electronics,159.88,0.2,1,23,171,2,0,Sunday,28.3,0.02,0
2023-08-28,STORE_01,P001,Electronics,199.85,0.0,0,21,150,2,0,Monday,25.4,,0
2023-08-29,STORE_01,P001,Electronics,199.85,0.0,0,17,133,2,0,Tuesday,33.1,0.0,0
2023-08-30,STORE_01,P001,Electronics,199.85,0.0,0,20,113,2,0,Wednesday,27.9,0.0,0
2023-08-31,STORE_01,P001,Electronics,199.85,0.0,0,18,95,2,0,Thursday,28.2,0.0,0
2023-09-01,STORE_01,P001,Electronics,199.85,0.0,0,10,85,2,0,Friday,27.3,24.82,0
2023-09-02,STORE_01,P001,Electronics,199.85,0.0,0,19,66,2,0,Saturday,28.2,0.0,0
2023-09-03,STORE_01,P001,Electronics,199.85,0.0,0,28,235,2,0,Sunday,26.1,,0
2023-09-04,STORE_01,P001,Electronics,199.85,0.0,0,23,212,2,0,Monday,30.7,0.0,0
2023-09-05,STORE_01,P001,Electronics,159.88,0.2,1,29,183,2,0,Tuesday,29.1,0.0,0
2023-09-06,STORE_01,P001,Electronics,199.85,0.0,0,11,172,2,0,Wednesday,26.5,0.0,0
2023-09-07,STORE_01,P001,Electronics,199.85,0.0,0,21,151,2,0,Thursday,29.8,0.0,0
2023-09-08,STORE_01,P001,Electronics,199.85,0.0,0,20,131,2,0,Friday,26.7,,0
2023-09-09,STORE_01,P001,Electronics,199.85,0.0,0,80,51,2,0,Saturday,28.2,23.45,1
2023-09-10,STORE_01,P001,Electronics,199.85,0.0,0,18,230,2,0,Sunday,31.0,0.0,0
2023-09-11,STORE_01,P001,Electronics,199.85,0.0,0,13,217,2,0,Monday,27.4,0.0,0
2023-09-12,STORE_01,P001,Electronics,199.85,0.0,0,25,192,2,0,Tuesday,24.3,0.0,0
2023-09-13,STORE_01,P001,Electronics,139.9,0.3,1,42,150,2,0,Wednesday,25.3,6.31,0
2023-09-14,STORE_01,P001,Electronics,199.85,0.0,0,25,125,2,0,Thursday,26.9,0.0,0
